id,razao_social,cnpj_8,municipio,codigo_ibge,natureza_juridica,latitude,longitude,distancia_km,raio_flag,is_target_200km,match_status,match_detail
108,CAMARA MUNICIPAL DE LEOBERTO LEAL,10.779.622,LEOBERTO LEAL,4209805,Órgão Público do Poder Legislativo Municipal,-27.5081,-49.2789,72.7,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
109,SECRETARIA MUNICIPAL DE EDUCACAO E DESPORTO DO MUNICIPIO DE SANTA ROSA DE LIMA,60.051.532,SANTA ROSA DE LIMA,4215604,Órgão Público do Poder Executivo Municipal,-28.0331,-49.1330,75.4,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
110,MUNICIPIO DE SANTA ROSA DE LIMA,82.926.593,SANTA ROSA DE LIMA,4215604,Município,-28.0331,-49.1330,75.4,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
111,CAMARA MUNICIPAL DE SANTA ROSA DE LIMA,07.172.424,SANTA ROSA DE LIMA,4215604,Órgão Público do Poder Legislativo Municipal,-28.0331,-49.1330,75.4,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
112,FUNDO MUNICIPAL DE HABITACAO  DO MUNICIPIO DE SANTA ROSA DE LIMA,22.033.804,SANTA ROSA DE LIMA,4215604,Órgão Público do Poder Executivo Municipal,-28.0331,-49.1330,75.4,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
113,SECRETARIA MUNICIPAL DE EDUCACAO E DESPORTO,32.264.926,SANTA ROSA DE LIMA,4215604,Órgão Público do Poder Executivo Municipal,-28.0331,-49.1330,75.4,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
114,SECRETARIA MUNICIPAL DA EDUCACAO E DESPORTO,61.454.242,ALFREDO WAGNER,4200705,Órgão Público do Poder Executivo Municipal,-27.7001,-49.3273,77.7,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
115,MUNICIPIO DE ALFREDO WAGNER,83.102.608,ALFREDO WAGNER,4200705,Município,-27.7001,-49.3273,77.7,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
116,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVID. PUBLIC DO MUNICIP DE ALFR WAGNER - IPREALWAG,03.688.015,ALFREDO WAGNER,4200705,Autarquia Municipal,-27.7001,-49.3273,77.7,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
117,CAMARA DE VEREADORES DO MUNICIPIO DE ALFREDO WAGNER,10.721.533,ALFREDO WAGNER,4200705,Órgão Público do Poder Legislativo Municipal,-27.7001,-49.3273,77.7,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
118,COORDENADORIA MUNICIPAL DE DEFESA CIVIL DO MUNICIPIO DE ALFREDO WAGNER,15.528.194,ALFREDO WAGNER,4200705,Órgão Público do Poder Executivo Municipal,-27.7001,-49.3273,77.7,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
119,MUNICIPIO DE NAVEGANTES,83.102.855,NAVEGANTES,4211306,Município,-26.8943,-48.6546,78.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
120,NAVEGANTES CAMARA DE VEREADORES,83.551.531,NAVEGANTES,4211306,Órgão Público do Poder Legislativo Municipal,-26.8943,-48.6546,78.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
121,FUNDACAO HOSPITALAR MUNICIPAL DE NAVEGANTES,95.313.581,NAVEGANTES,4211306,Fundação Pública de Direito Público Municipal,-26.8943,-48.6546,78.6,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
122,FUNDACAO MUNICIPAL DE ESPORTE,04.238.015,NAVEGANTES,4211306,Fundação Pública de Direito Público Municipal,-26.8943,-48.6546,78.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
123,FUNDACAO CULTURAL DE NAVEGANTES,04.238.035,NAVEGANTES,4211306,Fundação Pública de Direito Público Municipal,-26.8943,-48.6546,78.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
124,INSTITUTO AMBIENTAL DE NAVEGANTES - IAN,05.052.722,NAVEGANTES,4211306,Fundação Pública de Direito Público Municipal,-26.8943,-48.6546,78.6,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
125,SECRETARIA MUNICIPAL DE EDUCACAO DE NAVEGANTES,06.078.908,NAVEGANTES,4211306,Órgão Público do Poder Executivo Municipal,-26.8943,-48.6546,78.6,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
126,FUNDACAO MUNICIPAL DE VIGILANCIA DE NAVEGANTES,07.589.379,NAVEGANTES,4211306,Fundação Pública de Direito Público Municipal,-26.8943,-48.6546,78.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
127,INSTITUTO DE PREVIDENCIA SOCIAL DO MUNICIPIO DE NAVEGANTES - NAVEGANTESPREV,14.823.518,NAVEGANTES,4211306,Autarquia Municipal,-26.8943,-48.6546,78.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
128,SECRETARIA MUNICIPAL DA EDUCACAO,30.481.875,NAVEGANTES,4211306,Órgão Público do Poder Executivo Municipal,-26.8943,-48.6546,78.6,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
129,MUNICIPIO DE RIO FORTUNA,82.926.585,RIO FORTUNA,4214904,Município,-28.1244,-49.1068,80.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
130,CAMARA MUNICIPAL DE RIO FORTUNA,02.595.453,RIO FORTUNA,4214904,Órgão Público do Poder Legislativo Municipal,-28.1244,-49.1068,80.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
131,"SECRETARIA DE EDUCACAO, CULTURA E DESPORTO",06.090.127,RIO FORTUNA,4214904,Órgão Público do Poder Executivo Municipal,-28.1244,-49.1068,80.6,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
132,MUNICIPIO DE ILHOTA,83.102.301,ILHOTA,4207106,Município,-26.9023,-48.8251,81.7,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
133,ILHOTA CAMARA DE VEREADORES,83.543.520,ILHOTA,4207106,Órgão Público do Poder Legislativo Municipal,-26.9023,-48.8251,81.7,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
134,FUNDACAO CULTURAL JOSE IZIDRO VIEIRA,97.534.343,ILHOTA,4207106,Fundação Pública de Direito Público Municipal,-26.9023,-48.8251,81.7,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
135,FUNDACAO MUNICIPAL DE ESPORTES DE ILHOTA,03.324.132,ILHOTA,4207106,Fundação Pública de Direito Público Municipal,-26.9023,-48.8251,81.7,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
136,ILHOTAPREV - INSTITUTO DE PREVIDENCIA MUNICIPAL DE ILHOTA,03.845.124,ILHOTA,4207106,Autarquia Municipal,-26.9023,-48.8251,81.7,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
137,SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA,06.073.250,ILHOTA,4207106,Órgão Público do Poder Executivo Municipal,-26.9023,-48.8251,81.7,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
138,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO DO MUNICIPIO DE ILHOTA,27.397.940,ILHOTA,4207106,Autarquia Municipal,-26.9023,-48.8251,81.7,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
139,MUNICIPIO DE VIDAL RAMOS,83.102.376,VIDAL RAMOS,4219200,Município,-27.3886,-49.3593,83.3,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
140,FUNDACAO MUNICIPAL DO MEIO AMBIENTE-FUNDEMA,11.099.537,VIDAL RAMOS,4219200,Fundação Pública de Direito Público Municipal,-27.3886,-49.3593,83.3,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
141,CAMARA DE VEREADORES DO MUNICIPIO DE VIDAL RAMOS,16.537.849,VIDAL RAMOS,4219200,Órgão Público do Poder Legislativo Municipal,-27.3886,-49.3593,83.3,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
142,SECRETARIA DA EDUCACAO DE VIDAL RAMOS SC,30.889.822,VIDAL RAMOS,4219200,Órgão Público do Poder Executivo Municipal,-27.3886,-49.3593,83.3,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
143,PREVID DOS SERVIDORES PUBLICOS MUNICIPAIS DE GASPAR,81.154.734,GASPAR,4205902,Órgão Público do Poder Executivo Municipal,-26.9336,-48.9534,83.7,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
144,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,82.636.028,GASPAR,4205902,Autarquia Municipal,-26.9336,-48.9534,83.7,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
145,MUNICIPIO DE GASPAR,83.102.244,GASPAR,4205902,Município,-26.9336,-48.9534,83.7,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
146,GASPAR CAMARA DE VEREADORES,83.543.546,GASPAR,4205902,Órgão Público do Poder Legislativo Municipal,-26.9336,-48.9534,83.7,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
147,"FUNDACAO MUNICIPAL DE ESPORTES, TURISMO, CULTURA E LAZER",05.322.930,GASPAR,4205902,Fundação Pública de Direito Público Municipal,-26.9336,-48.9534,83.7,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
148,SECRETARIA MUNICIPAL DE EDUCACAO DE GASPAR,30.429.835,GASPAR,4205902,Órgão Público do Poder Executivo Municipal,-26.9336,-48.9534,83.7,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
149,FUNDACAO HOSPITALAR DE IMBUIA,81.161.366,IMBUIA,4207403,Fundação Pública de Direito Público Municipal,-27.4908,-49.4218,86.9,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
150,FUNDACAO MUNICIPAL DE ESPORTES DE IMBUIA,81.161.390,IMBUIA,4207403,Fundação Pública de Direito Público Municipal,-27.4908,-49.4218,86.9,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
151,MUNICIPIO DE IMBUIA,83.102.632,IMBUIA,4207403,Município,-27.4908,-49.4218,86.9,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
152,CAMARA DE VEREADORES DE IMBUIA,10.655.408,IMBUIA,4207403,Órgão Público do Poder Legislativo Municipal,-27.4908,-49.4218,86.9,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
153,SECRETARIA MUNICIPAL DE EDUCACAO DE IMBUIA,30.927.779,IMBUIA,4207403,Órgão Público do Poder Executivo Municipal,-27.4908,-49.4218,86.9,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
154,MUNICIPIO DE PRESIDENTE NEREU,83.102.699,PRESIDENTE NEREU,4214102,Município,-27.2768,-49.3889,90.2,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
155,PRESIDENTE NEREU CAMARA DE VEREADORES,83.783.183,PRESIDENTE NEREU,4214102,Órgão Público do Poder Legislativo Municipal,-27.2768,-49.3889,90.2,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
156,FUNDACAO MUNICIPAL DE ESPORTES,00.892.533,PRESIDENTE NEREU,4214102,Fundação Pública de Direito Público Municipal,-27.2768,-49.3889,90.2,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
157,SECRETARIA DE EDUCACAO DE PRESIDENTE NEREU,30.689.774,PRESIDENTE NEREU,4214102,Órgão Público do Poder Executivo Municipal,-27.2768,-49.3889,90.2,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
158,INSTITUTO DE PESQ E PLANEJAM URBANO DE BLUMENAU,73.443.954,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
159,BLUMENAU PROCURADORIA GERAL DO MUNICIPIO,79.372.462,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
160,BLUMENAU SECRETARIA MUNICIPAL DE PLANEJAMENTO,79.372.470,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
161,BLUMENAU PREFEITURA,79.372.488,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
162,BLUMENAU SECRETARIA DO MEIO AMBIENTE E DEFESA CIVIL,79.372.496,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
163,FUNDACAO MUNICIPAL DE DESPORTOS,79.375.481,BLUMENAU,4202404,Fundação Pública de Direito Público Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
164,FUNDACAO MUNICIPAL DO MEIO AMBIENTE,81.154.783,BLUMENAU,4202404,Fundação Pública de Direito Público Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
165,BLUMENAU SECRET MUNICIPAL DA CRIANCA E DO ADOLESCENTE,81.154.833,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
166,BLUMENAU INTENDENCIA DE VILA ITOUPAVA,81.154.858,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
167,BLUMENAU SECRETARIA MUNICIPAL DE COMUNICACAO SOCIAL,81.154.874,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
168,FUNDACAO UNIVERSIDADE REGIONAL DE BLUMENAU - FURB,82.662.958,BLUMENAU,4202404,Autarquia Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
169,FUNDACAO PROMOTORA DE EXPOSICOES DE BLUMENAU,82.665.001,BLUMENAU,4202404,Fundação Pública de Direito Público Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
170,BLUMENAU PREFEITURA,83.102.236,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
171,MUNICIPIO DE BLUMENAU,83.108.357,BLUMENAU,4202404,Município,-26.9155,-49.0709,91.5,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
172,BLUMENAU SECRETARIA MUNICIPAL DE FINANCAS,83.108.365,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
173,BLUMENAU SECRET MUNICIPAL DE OBRAS E SERVICOS URBANOS,83.108.373,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
174,BLUMENAU SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL,83.108.381,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
175,BLUMENAU SECRETARIA MUNICIPAL DE EDUCACAO,83.108.399,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
176,BLUMENAU SECRETARIA MUNICIPAL DE SAUDE,83.108.407,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
177,CAMARA MUNICIPAL DE BLUMENAU,83.184.226,BLUMENAU,4202404,Órgão Público do Poder Legislativo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
178,SERVICO AUTONOMO MUNICIPAL DE TRANSITO E TRANSPORTES DE BLUMENAU,83.637.595,BLUMENAU,4202404,Autarquia Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
179,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,83.779.462,BLUMENAU,4202404,Autarquia Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
180,BLUMENAU SECRETARIA MUNICIPAL DE CULTURA E TURISMO,83.799.320,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
181,FUNDACAO CULTURAL DE BLUMENAU,83.799.551,BLUMENAU,4202404,Fundação Pública de Direito Público Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
182,BLUMENAU CONSELHO MUNICIPAL DE ENTORPECENTES,01.768.916,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
183,BLUMENAU SECRETARIA MUNICIPAL DE CAPTACAO DE RECURSOS,02.651.364,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
184,"BLUMENAU SECRETARIA MUNICIPAL DE TRABALHO, RENDA E DESENVOLVIMENTO ECONOMICO",02.651.367,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
185,BLUMENAU SECRETARIA MUNICIPAL DE CAPTACAO DE RECURSOS,02.651.698,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
186,"BLUMENAU SECRETARIA MUNICIPAL DE TRABALHO, RENDA E DESENVOLVIMENTO ECONOMICO",02.651.699,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
187,CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE E SERVICOS DO VALE EUROPEU  CISAMVE,03.269.695,BLUMENAU,4202404,Consórcio Público de Direito Público (Associação Pública),-26.9155,-49.0709,91.5,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
188,INSTITUTO MUNICIPAL DE SEGURIDADE SOCIAL DO SERVIDOR DE BLUM,04.515.660,BLUMENAU,4202404,Autarquia Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
189,FUNDACAO DO BEM-ESTAR DA FAMILIA BLUMENAUENSE,07.447.177,BLUMENAU,4202404,Fundação Pública de Direito Público Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
190,FARMACIA POPULAR DO BRASIL,07.872.593,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
191,SECRETARIA MUNICIPAL DE EDUCACAO DE BLUMENAU SC,30.969.129,BLUMENAU,4202404,Órgão Público do Poder Executivo Municipal,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
192,COMPANHIA DE URBANIZACAO DE BLUMENAU - URB EM LIQUIDACAO,82.669.037,BLUMENAU,4202404,Sociedade de Economia Mista,-26.9155,-49.0709,91.5,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
193,MUNICIPIO DE PENHA,83.102.327,PENHA,4212502,Município,-26.7754,-48.6465,91.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
194,PENHA CAMARA DE VEREADORES,83.551.515,PENHA,4212502,Órgão Público do Poder Legislativo Municipal,-26.7754,-48.6465,91.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
195,ASSOCIACAO DE PAIS E PROFESSORES DA ESCOLA MUNICIPAL ESPECIAL AMOR PERFEITO,03.113.044,PENHA,4212502,Fundação Pública de Direito Público Municipal,-26.7754,-48.6465,91.6,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
196,FUNDACAO MUNICIPAL DE ESPORTES DE PENHA,04.672.956,PENHA,4212502,Fundação Pública de Direito Público Municipal,-26.7754,-48.6465,91.6,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
197,FUNDACAO MUNICIPAL CULTURAL PICUCHO SANTOS,37.216.593,PENHA,4212502,Fundação Pública de Direito Público Municipal,-26.7754,-48.6465,91.6,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
198,INSTITUTO MUNICIPAL DO MEIO AMBIENTE DE PENHA - IMA,38.484.864,PENHA,4212502,Fundação Pública de Direito Público Municipal,-26.7754,-48.6465,91.6,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
199,COMPANHIA DE DESENVOLVIMENTO E URBANIZACAO DA PENHA,78.271.251,PENHA,4212502,Sociedade de Economia Mista,-26.7754,-48.6465,91.6,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
200,MUNICIPIO DE GRAVATAL,82.926.569,GRAVATAL,4206207,Município,-28.3208,-49.0427,94.3,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
201,CAMARA MUNICIPAL DE GRAVATAL,02.156.952,GRAVATAL,4206207,Órgão Público do Poder Legislativo Municipal,-28.3208,-49.0427,94.3,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
202,"SEC MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER - GRAVATAL - SC",06.083.217,GRAVATAL,4206207,Órgão Público do Poder Executivo Municipal,-28.3208,-49.0427,94.3,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
203,FUNDACAO MUNICIPAL DE ESPORTES,11.637.021,GRAVATAL,4206207,Órgão Público do Poder Executivo Municipal,-28.3208,-49.0427,94.3,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
204,MUNICIPIO DE PESCARIA BRAVA,16.780.795,PESCARIA BRAVA,4212650,Município,-28.3966,-48.8864,95.2,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
