ranking,outreach_status,prioridade_abordagem,score_fornecedor,cnpj,razao_social,nome_fantasia,sede_municipio,sede_uf,sul_priority,cnae,situacao_cadastral,porte_cadastral,qtd_contratos_candidatos,orgaos_contratantes,valor_total_portfolio_analisado,melhor_contrato_id,melhor_orgao,melhor_classificacao,argumento_comercial,mensagem_abordagem,proxima_acao,riscos,email,telefone,site,contato_verificavel
100,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,19.95,22888990000189,FABMIX CONCRETOS LTDA,FAB MIX,NOVA IGUACU,RJ,False,4120400 - Construção de edifícios,ATIVA,,8,Fundo de Desenv. da Região Metropolitana do RJ | GERAL | PREFEITURA MUNICIPAL DO RIO DE JANEIRO - RJ | SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS PUBLICAS - SEIOP | Secretaria de Estado de Habitação de Interesse Social,175296762.19,42498600000171-2-001151/2024,Fundo de Desenv. da Região Metropolitana do RJ,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
101,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,19.94,13646540000199,SANTANA E CIA LTDA,,Porto Alegre,RS,True,,,,1,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,39485880.85,92883834000100-2-000019/2024,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
102,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,19.93,13137265000188,MAK SERVICOS E PAVIMENTACOES LTDA,,SANTA MARIA,RS,True,"4930201 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",ATIVA,,5,"Prefeitura Municipal de São Gabriel | SECRETARIA DA AGRICULTURA, PECUÁRIA, PRODUÇÃO SUSTENTÁVEL E IRRIGAÇÃO",172189775.79,93021632000112-2-000039/2024,"SECRETARIA DA AGRICULTURA, PECUÁRIA, PRODUÇÃO SUSTENTÁVEL E IRRIGAÇÃO",REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
103,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,19.89,22544134000106,VEREDA ENGENHARIA LTDA,,BELO HORIZONTE,MG,False,4110700 - Incorporação de empreendimentos imobiliários,ATIVA,,5,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO | DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM | DER/DI/GAO - COMPRAS | SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,110586225.17,92883834000100-2-000002/2024,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
104,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,19.88,57155217000198,CONSORCIO CONSTRUTOR ESTRADAS RURAIS,,Curitiba,PR,True,,,,1,AMEP - Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC),96850536.0,07820337000194-2-000010/2024,AMEP - Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC),REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
105,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,19.56,54474530000109,CONSORCIO HECA/CAMEL- DRENAGEM ZONA DE EXPANSAO,,Aracaju,SE,False,,,,1,SEMINFRA-Secretaria Municipal da Infraestrutura de Aracaju-SE,165687366.18,13128780010083-2-000006/2024,SEMINFRA-Secretaria Municipal da Infraestrutura de Aracaju-SE,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
106,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,19.53,58617019000161,CONSORCIO NOVO IVAI,,CURITIBA,PR,True,4212000 - Construção de obras de arte especiais,ATIVA,,1,DER - Departamento de Estradas de Rodagem do Estado do Paraná,71592000.0,76669324000189-2-000004/2025,DER - Departamento de Estradas de Rodagem do Estado do Paraná,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
107,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,19.46,54900375000137,Consorcio Cavalca / Agrimat / Projecta,,Cuiabá,MT,False,,,,1,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,145274434.05,03507415002279-2-000034/2024,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
108,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,19.46,54943401000104,Consorcio Vale do Canama,,Cuiabá,MT,False,,,,2,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,315318794.73,03507415002279-2-000037/2024,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
109,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,19.46,79201539000169,CAVALCA CONSTRUCOES E MINERACAO LTDA,,Cuiabá,MT,False,,,,4,DEPARTAMENTO ESTADUAL ESTRADAS E RODAGEM - RO | PREFEITURA MUNICIPAL DE SORRISO - MT | SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,190515870.49,03507415002279-2-000031/2024,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
110,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,19.38,15062243000121,SEMEC SERVIÇOS DE ENGENHARIA E CONSTRUÇÕES LTDA,,Cuiabá,MT,False,,,,3,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,100551037.72,57356434000146-2-000003/2024,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
111,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,19.36,03716753000196,LONGUINI INDUSTRIA E COMERCIO DE PAVIMENTAÇOES LTDA,LONGUINI PAVIMENTACOES,CRUZEIRO DO OESTE,PR,True,"4213800 - Obras de urbanização - ruas, praças e calçadas",ATIVA,,3,PREFEITURA MUNICIPAL DE TUNEIRAS DO OESTE | UNIDADE ADMINISTRATIVA | Unidade administrativa,18650900.0,95640553000115-2-000036/2024,UNIDADE ADMINISTRATIVA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
112,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,19.31,80359771000109,SIAL CONSTRUCOES CIVIS LTDA.,,Porto Alegre,RS,True,,,,1,TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO G.DO SUL,28148000.0,89522064000166-2-000317/2024,TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO G.DO SUL,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
113,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,19.26,22782061000190,TECPAV ENGENHARIA LTDA,,Valparaíso de Goiás,GO,False,,,,1,"SECRETARIA MUNICIPAL  DE INFRAESTRUTURA, HABITACAO E SERVICOS URBANOS",79294676.71,01616319000109-2-000031/2024,"SECRETARIA MUNICIPAL  DE INFRAESTRUTURA, HABITACAO E SERVICOS URBANOS",REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
114,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,19.22,79957791000100,CONSTRUTORA ABAPAN LTDA.,,Porto Alegre,RS,True,,,,2,TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO G.DO SUL,214039998.22,89522064000166-2-000357/2024,TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO G.DO SUL,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
115,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,19.16,07522669000192,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,,Brasília,DF,False,,,,3,CNPQ - ADMINISTRACAO CENTRAL | EDF - DEPARTAMENTO DE ESTRADAS DE RODAGEM | TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL,156568829.55,33654831000136-2-000056/2024,CNPQ - ADMINISTRACAO CENTRAL,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
116,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,19.08,14657562000117,MCS ENGENHARIA E CONSTRUCAO LTDA,,João Pessoa,PB,False,,,,2,CIA DE DESENV. DO VALE DO SAO FRANCISCO-DF | DEPARTAMENTO DE ESTRADAS DE RODAGEM,54005000.0,09122706000109-2-000012/2024,DEPARTAMENTO DE ESTRADAS DE RODAGEM,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
117,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,18.91,47342104000148,BRUCKE ENGENHARIA LTDA,,Ananindeua,PA,False,,,,3,Secretaria Municipal de Saneamento e Infraestrutura,140649682.26,05058441000168-2-000018/2024,Secretaria Municipal de Saneamento e Infraestrutura,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
118,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,18.91,57978943000100,CONSÓRCIO CONSTRUTOR JUAZEIRO I,,Juazeiro do Norte,CE,False,,,,1,PREFEITURA MUNICIPAL DE JUAZEIRO DO NORTE - CE,172243340.1,07974082000114-2-000201/2024,PREFEITURA MUNICIPAL DE JUAZEIRO DO NORTE - CE,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
119,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,18.88,46124583000163,INTELICITY INFORMATICA RASTREAMENTO E TELEMETRIA LTDA,,Porto Alegre,RS,True,,,,3,PMSP - SECRETARIA DAS PREFEITURAS REGIONAIS | PMSP- SECRETARIA MUNICIPAL DAS SUBPREFEITURAS | SMSURB - Secretaria Municipal de Serviços Urbanos,20489567.04,92963560000160-2-000177/2024,SMSURB - Secretaria Municipal de Serviços Urbanos,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
120,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,18.84,40099403000154,RCM CONSTRUÇÕES LTDA,,Forquilhinha,SC,True,,,,1,PREFEITURA MUNICIPAL DE FORQUILHINHA - SC,9000000.0,81531162000158-2-000231/2025,PREFEITURA MUNICIPAL DE FORQUILHINHA - SC,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
121,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,18.82,03998919000104,SINDATA,,Atibaia,SP,False,,,,1,Prefeitura Municipal da Estância de Atibaia,22350000.0,45279635000108-2-000534/2023,Prefeitura Municipal da Estância de Atibaia,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
122,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,18.69,02491558000142,LOCALIZA VEICULOS ESPECIAIS S.A.,,Florianópolis,SC,True,,,,2,Policia Civil | Unidade Administrativa,11086079.25,07188579000107-2-000059/2024,Unidade Administrativa,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
123,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,18.66,08439201000100,S N SINALIZADORA NACIONAL E SERVIÇOS LTDA,,Cuiabá,MT,False,,,,2,DEPARTAMENTO DE ESTRADAS DE RODAGEM | SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,38109514.17,03507415002279-2-000052/2024,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
124,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,18.65,04295026000165,POROS CONSTRUTORA LTDA,,Araguari,MG,False,,,,3,SECRETARIA DE INFRAESTRUTURA | SECRETARIA MUNICIPAL DE EDU. CULTURA - MG | SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA,93407806.7,16829640000149-2-000002/2025,SECRETARIA DE INFRAESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
125,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,18.62,00028986000108,ELEVADORES ATLAS SCHINDLER LTDA.,,Porto Alegre,RS,True,,,,1,UNIVERSIDADE FED. DE CIENCIAS DA SAUDE/RS,12848933.35,92967595000177-2-000003/2024,UNIVERSIDADE FED. DE CIENCIAS DA SAUDE/RS,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
126,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,18.54,12947501000169,PREVIBRAS SOLUCOES INDUSTRIAIS LTDA,PREVENCAO BRASIL,GRAVATAI,RS,True,4120400 - Construção de edifícios,ATIVA,,6,DIVISÃO DE COMPRAS E CONTRATOS | Departamento de Habitação | Município de Tapejara | Prefeitura Municipal de Esteio | SMPH -  DEPARTAMENTO DE HABITAÇÃO | SUPERINTENDÊNCIA DOS SERVIÇOS PENITENCIÁRIOS,57959512.0,17176399000169-2-000034/2024,SUPERINTENDÊNCIA DOS SERVIÇOS PENITENCIÁRIOS,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
